id,user_id,transaction_date,amount,type
602,176,2024-09-01,83.56,deposit
603,43,2024-08-31,2212.84,withdrawal
604,146,2024-11-21,3877.93,withdrawal
605,159,2024-11-04,1837.97,deposit
606,46,2024-07-31,25.1,deposit
607,17,2024-08-12,4302.4,withdrawal
608,103,2024-10-28,3955.75,withdrawal
609,94,2024-10-19,2149.46,withdrawal
610,8,2024-12-10,2593.92,withdrawal
611,20,2024-10-09,3693.09,withdrawal
612,85,2024-11-24,2105.02,deposit
613,18,2024-08-04,1894.97,deposit
614,126,2024-12-13,3283.88,deposit
615,122,2024-11-09,3470.02,withdrawal
616,85,2024-09-21,339.96,withdrawal
617,61,2024-09-17,1182.53,withdrawal
618,142,2024-09-25,4654.13,withdrawal
619,150,2024-12-12,694.53,deposit
620,130,2024-09-03,4639.21,withdrawal
621,81,2024-08-24,385.58,withdrawal
622,133,2024-12-06,1938.22,withdrawal
623,112,2024-08-08,3507.23,withdrawal
624,182,2024-07-09,4371.13,deposit
625,157,2024-09-19,4588.71,withdrawal
626,86,2024-10-02,2528.06,withdrawal
627,146,2024-12-16,1258.2,deposit
628,47,2024-11-19,3244.72,withdrawal
629,14,2024-11-22,4695.29,withdrawal
630,149,2024-07-24,1307.13,deposit
631,85,2024-11-30,4035.0,deposit
632,109,2024-08-31,3409.37,deposit
633,150,2024-10-20,2436.17,withdrawal
634,124,2024-09-19,4198.46,deposit
635,48,2024-08-18,959.23,deposit
636,38,2024-06-29,173.62,withdrawal
637,151,2024-08-25,2986.24,deposit
638,93,2024-10-03,1716.79,withdrawal
639,64,2024-08-21,2123.35,withdrawal
640,142,2024-12-14,3423.85,withdrawal
641,161,2024-08-07,2284.64,withdrawal
642,170,2024-07-05,1624.45,withdrawal
643,120,2024-09-03,4689.25,withdrawal
644,45,2024-10-16,4377.79,deposit
645,144,2024-11-13,3090.58,deposit
646,58,2024-09-15,4066.89,deposit
647,14,2024-09-01,2086.67,withdrawal
648,163,2024-12-18,2579.62,withdrawal
649,44,2024-08-10,4313.66,deposit
650,108,2024-12-15,4020.96,withdrawal
651,176,2024-09-10,412.1,withdrawal
652,26,2024-11-13,4606.98,withdrawal
653,62,2024-09-11,4189.38,withdrawal
654,53,2024-09-04,3316.27,withdrawal
655,114,2024-08-24,2828.02,withdrawal
656,37,2024-10-19,2761.69,deposit
657,17,2024-10-02,4652.1,withdrawal
658,88,2024-11-14,825.87,deposit
659,42,2024-08-02,3264.53,deposit
660,155,2024-06-27,3116.2,deposit
661,183,2024-11-28,1094.01,deposit
662,127,2024-08-03,1504.46,deposit
663,142,2024-11-21,1189.7,deposit
664,25,2024-10-03,4642.74,withdrawal
665,124,2024-09-23,4394.54,withdrawal
666,10,2024-11-11,2848.74,withdrawal
667,41,2024-09-12,3163.58,withdrawal
668,9,2024-11-27,4599.56,deposit
669,98,2024-07-09,1396.24,withdrawal
670,11,2024-12-05,4811.61,deposit
671,146,2024-11-18,3129.03,deposit
672,42,2024-08-01,3847.96,withdrawal
673,7,2024-07-06,2946.6,deposit
674,113,2024-08-04,4201.01,withdrawal
675,51,2024-08-17,4298.1,withdrawal
676,2,2024-10-31,4696.37,deposit
677,1,2024-10-01,86.72,deposit
678,89,2024-08-31,1092.4,withdrawal
679,97,2024-07-05,1504.54,deposit
680,141,2024-08-12,2061.79,withdrawal
681,47,2024-10-09,4252.92,withdrawal
682,102,2024-06-30,3961.43,withdrawal
683,61,2024-07-06,4541.64,deposit
684,93,2024-09-18,2412.6,deposit
685,139,2024-08-11,4063.72,deposit
686,138,2024-09-06,4449.53,withdrawal
687,1,2024-09-23,3206.33,deposit
688,178,2024-10-17,4375.46,withdrawal
689,136,2024-07-06,4786.33,withdrawal
690,157,2024-10-18,780.81,withdrawal
691,148,2024-12-13,1747.2,deposit
692,55,2024-10-07,1418.43,deposit
693,60,2024-10-24,3205.29,deposit
694,105,2024-10-09,828.32,withdrawal
695,156,2024-09-25,2145.73,deposit
696,96,2024-09-09,14.41,withdrawal
697,53,2024-07-26,2970.48,withdrawal
698,47,2024-06-29,2542.52,withdrawal
699,103,2024-10-31,1850.17,deposit
700,15,2024-08-16,4318.74,deposit
701,26,2024-08-19,1100.32,deposit
702,132,2024-12-06,393.47,withdrawal
703,49,2024-08-31,1176.12,deposit
704,73,2024-09-16,1048.52,deposit
705,35,2024-07-09,4971.95,withdrawal
706,28,2024-09-08,79.82,withdrawal
707,82,2024-12-03,4399.15,withdrawal
708,148,2024-09-16,2496.84,withdrawal
709,34,2024-07-16,1147.18,deposit
710,79,2024-06-29,3882.05,deposit
711,30,2024-08-21,3661.07,deposit
712,3,2024-11-22,1736.11,deposit
713,172,2024-07-25,129.44,deposit
714,4,2024-09-22,179.05,withdrawal
715,176,2024-08-04,3326.16,deposit
716,34,2024-07-01,345.42,deposit
717,142,2024-12-20,3100.83,deposit
718,36,2024-11-20,4970.66,deposit
719,163,2024-12-06,1082.73,withdrawal
720,153,2024-07-21,78.27,withdrawal
721,33,2024-12-01,1559.07,withdrawal
722,133,2024-09-25,379.06,withdrawal
723,125,2024-12-20,1366.06,withdrawal
724,106,2024-08-10,323.4,deposit
725,175,2024-11-13,2819.31,deposit
726,146,2024-11-12,4714.94,deposit
727,79,2024-11-09,4129.3,deposit
728,173,2024-08-11,2863.62,deposit
729,98,2024-10-27,1589.21,withdrawal
730,181,2024-08-22,3322.25,withdrawal
731,117,2024-09-25,1631.81,deposit
732,6,2024-10-15,3055.19,deposit
733,105,2024-12-19,3307.29,deposit
734,11,2024-08-24,4061.69,deposit
735,135,2024-10-06,2069.97,withdrawal
736,85,2024-10-19,1994.5,deposit
737,187,2024-11-01,4192.04,deposit
738,177,2024-07-26,3265.57,withdrawal
739,126,2024-11-10,2774.17,withdrawal
740,4,2024-09-01,4712.11,withdrawal
741,2,2024-11-22,4934.82,deposit
742,93,2024-10-30,1183.95,deposit
743,139,2024-08-12,1181.56,deposit
744,24,2024-09-27,2311.47,deposit
745,64,2024-07-21,161.08,deposit
746,38,2024-10-12,2353.86,deposit
747,185,2024-12-07,2103.51,deposit
748,107,2024-10-10,984.61,deposit
749,173,2024-10-03,1696.1,deposit
750,136,2024-10-24,499.19,deposit
751,111,2024-08-02,4971.16,deposit
752,175,2024-11-13,3814.19,deposit
753,152,2024-08-29,1784.28,deposit
754,52,2024-07-17,1875.27,deposit
755,138,2024-11-25,2165.62,deposit
756,122,2024-10-05,4513.03,deposit
757,105,2024-10-16,1554.91,withdrawal
758,167,2024-07-25,697.69,withdrawal
759,44,2024-08-14,2933.42,withdrawal
760,36,2024-10-21,3169.52,deposit
761,18,2024-07-01,1632.83,withdrawal
762,121,2024-11-09,759.92,withdrawal
763,39,2024-10-26,2204.44,deposit
764,12,2024-09-01,462.44,deposit
765,51,2024-08-14,2989.48,deposit
766,36,2024-12-09,2295.01,withdrawal
767,159,2024-11-18,4798.57,withdrawal
768,28,2024-08-14,1770.69,deposit
769,68,2024-11-22,654.98,deposit
770,66,2024-09-06,2192.87,withdrawal
771,64,2024-07-20,2077.62,withdrawal
772,172,2024-11-18,3763.85,deposit
773,142,2024-07-19,4734.85,withdrawal
774,120,2024-07-29,2657.07,withdrawal
775,146,2024-11-05,1307.07,withdrawal
776,83,2024-09-20,4922.98,withdrawal
777,118,2024-11-14,3684.9,withdrawal
778,140,2024-11-14,3226.44,deposit
779,30,2024-12-02,2163.93,withdrawal
780,2,2024-08-07,3740.03,withdrawal
781,39,2024-12-19,4814.89,withdrawal
782,41,2024-11-23,73.5,withdrawal
783,140,2024-11-07,1301.35,deposit
784,157,2024-08-24,4810.53,deposit
785,157,2024-12-11,2768.19,withdrawal
786,40,2024-08-29,2772.72,deposit
787,175,2024-07-19,4331.47,deposit
788,64,2024-08-17,4095.38,withdrawal
789,76,2024-09-15,2379.44,withdrawal
790,60,2024-09-28,244.04,withdrawal
791,16,2024-09-15,2104.32,deposit
792,167,2024-11-07,4820.82,deposit
793,31,2024-09-11,369.67,deposit
794,83,2024-10-09,3548.73,deposit
795,30,2024-12-08,1075.43,withdrawal
796,52,2024-06-26,812.01,withdrawal
797,169,2024-10-08,2283.74,deposit
798,138,2024-08-18,765.66,deposit
799,115,2024-07-31,1000.99,withdrawal
800,147,2024-09-26,4702.24,withdrawal
801,131,2024-09-12,4394.89,deposit
802,176,2024-12-17,3246.08,withdrawal
803,49,2024-11-12,2489.76,deposit
804,108,2024-07-16,1438.74,deposit
805,28,2024-06-26,4610.5,withdrawal
806,144,2024-08-02,2519.67,deposit
807,175,2024-10-09,527.9,deposit
808,48,2024-11-27,1925.51,deposit
809,116,2024-07-11,2440.43,deposit
810,29,2024-10-18,2148.89,withdrawal
811,25,2024-07-21,1076.82,deposit
812,87,2024-10-08,2572.97,withdrawal
813,151,2024-07-31,4849.51,deposit
814,113,2024-10-25,4693.65,deposit
815,2,2024-12-12,70.53,deposit
816,106,2024-12-13,2818.33,withdrawal
817,7,2024-08-31,75.38,withdrawal
818,44,2024-09-18,4236.54,withdrawal
819,169,2024-07-14,1275.88,deposit
820,73,2024-09-18,4630.09,deposit
821,74,2024-07-14,1247.91,deposit
822,110,2024-07-16,38.5,withdrawal
823,127,2024-08-18,1334.98,withdrawal
824,115,2024-09-29,2568.98,deposit
825,141,2024-08-01,4378.78,withdrawal
826,183,2024-09-29,985.66,withdrawal
827,77,2024-11-26,878.92,deposit
828,116,2024-11-01,4681.83,deposit
829,146,2024-12-13,150.91,deposit
830,165,2024-09-27,477.96,withdrawal
831,128,2024-12-14,2206.26,withdrawal
832,15,2024-12-18,3941.88,withdrawal
833,7,2024-07-08,4284.18,deposit
834,156,2024-09-22,4567.38,withdrawal
835,60,2024-10-14,2459.47,deposit
836,92,2024-11-07,3580.47,withdrawal
837,97,2024-10-21,4209.29,deposit
838,105,2024-09-27,3415.67,withdrawal
839,74,2024-12-21,2231.71,deposit
840,74,2024-10-17,2680.13,withdrawal
841,78,2024-11-14,1587.78,deposit
842,71,2024-11-15,3518.25,withdrawal
843,42,2024-07-10,940.05,deposit
844,42,2024-09-21,4454.12,withdrawal
845,69,2024-10-22,4468.47,withdrawal
846,165,2024-08-14,2050.62,withdrawal
847,20,2024-12-19,3142.77,deposit
848,52,2024-08-30,3693.08,withdrawal
849,146,2024-09-30,4533.75,withdrawal
850,71,2024-08-11,1386.31,withdrawal
851,12,2024-11-11,4233.86,withdrawal
852,82,2024-08-01,1489.7,withdrawal
853,98,2024-08-04,1770.62,withdrawal
854,21,2024-08-09,3284.1,withdrawal
855,64,2024-11-25,3907.74,deposit
856,82,2024-08-14,205.46,deposit
857,41,2024-12-18,1134.4,deposit
858,145,2024-12-19,637.28,withdrawal
859,119,2024-07-16,113.43,deposit
860,183,2024-07-06,2070.71,withdrawal
861,168,2024-11-15,1036.28,deposit
862,30,2024-11-22,2617.3,deposit
863,109,2024-10-10,1545.47,deposit
864,128,2024-09-29,2153.17,deposit
865,33,2024-09-18,1171.35,deposit
866,5,2024-07-04,2557.14,deposit
867,107,2024-09-18,1152.96,withdrawal
868,99,2024-10-02,1209.96,deposit
869,47,2024-10-14,92.2,withdrawal
870,164,2024-09-05,3474.71,withdrawal
871,21,2024-10-11,1314.95,withdrawal
872,143,2024-11-24,4680.02,deposit
873,74,2024-11-04,2005.68,deposit
874,177,2024-07-07,3484.87,deposit
875,42,2024-07-28,680.21,withdrawal
876,13,2024-07-08,1547.44,withdrawal
877,45,2024-09-02,3983.12,withdrawal
878,164,2024-12-01,3093.71,withdrawal
879,143,2024-11-30,1398.46,withdrawal
880,130,2024-07-23,3477.62,deposit
881,145,2024-07-11,4936.03,deposit
882,127,2024-07-02,2977.78,deposit
883,35,2024-11-24,4047.17,withdrawal
884,29,2024-08-21,2487.46,deposit
885,83,2024-08-05,4853.61,deposit
886,77,2024-09-14,1093.03,deposit
887,40,2024-09-25,4637.64,withdrawal
888,49,2024-08-11,2932.64,withdrawal
889,78,2024-10-15,4231.51,deposit
890,35,2024-09-18,4979.98,deposit
891,46,2024-12-04,157.95,withdrawal
892,59,2024-11-05,746.11,deposit
893,123,2024-07-06,167.29,deposit
894,59,2024-12-02,4352.34,withdrawal
895,16,2024-10-27,3425.34,deposit
896,64,2024-12-04,1482.76,withdrawal
897,10,2024-12-12,2458.62,deposit
898,87,2024-10-18,1184.42,deposit
899,102,2024-12-07,2408.89,withdrawal
900,141,2024-10-24,2868.99,deposit
901,82,2024-12-06,2149.46,deposit
902,121,2024-07-12,3280.87,withdrawal
903,9,2024-11-27,1334.32,withdrawal
904,165,2024-07-16,3998.01,deposit
905,111,2024-10-13,4647.3,deposit
906,41,2024-12-06,1179.36,withdrawal
907,44,2024-07-04,756.81,withdrawal
908,117,2024-07-22,1266.49,deposit
909,165,2024-11-07,657.19,withdrawal
910,101,2024-09-12,1731.54,withdrawal
911,78,2024-10-06,1671.19,withdrawal
912,44,2024-10-19,1455.54,withdrawal
913,168,2024-12-01,3274.09,deposit
914,116,2024-07-19,3154.52,withdrawal
915,88,2024-07-01,1191.92,deposit
916,26,2024-10-05,724.48,deposit
917,58,2024-08-24,3207.3,deposit
918,100,2024-09-11,2361.67,withdrawal
919,158,2024-08-04,1891.55,deposit
920,174,2024-07-20,888.35,deposit
921,62,2024-10-10,2747.58,withdrawal
922,132,2024-06-30,2394.27,deposit
923,56,2024-07-25,946.86,withdrawal
924,151,2024-07-31,666.49,withdrawal
925,178,2024-09-30,3904.77,deposit
926,91,2024-11-26,3326.85,deposit
927,47,2024-06-28,4996.75,withdrawal
928,53,2024-11-16,4513.6,deposit
929,134,2024-07-14,3701.78,deposit
930,9,2024-09-23,4300.04,deposit
931,166,2024-10-03,3006.31,withdrawal
932,54,2024-11-29,1678.08,withdrawal
933,23,2024-11-12,4911.85,deposit
934,154,2024-11-11,3653.11,withdrawal
935,84,2024-11-14,208.77,deposit
936,175,2024-08-30,3716.33,withdrawal
937,162,2024-10-28,2930.28,withdrawal
938,85,2024-08-22,3155.75,deposit
939,138,2024-11-18,1481.53,deposit
940,9,2024-11-10,2789.66,withdrawal
941,86,2024-09-03,2980.44,deposit
942,32,2024-06-30,4092.16,withdrawal
943,185,2024-10-21,161.24,deposit
944,147,2024-07-21,3903.77,withdrawal
945,32,2024-09-01,503.52,deposit
946,69,2024-07-30,899.17,deposit
947,182,2024-10-08,146.13,deposit
948,180,2024-12-07,4878.64,deposit
949,130,2024-10-30,3687.44,deposit
950,98,2024-07-16,4187.78,withdrawal
951,44,2024-10-23,2582.34,withdrawal
952,178,2024-08-18,2597.05,withdrawal
953,38,2024-07-26,171.01,deposit
954,165,2024-10-27,4966.39,withdrawal
955,41,2024-12-17,1344.94,withdrawal
956,166,2024-08-04,1342.22,deposit
957,137,2024-07-20,4937.39,withdrawal
958,37,2024-10-02,3238.46,withdrawal
959,19,2024-08-29,3909.24,withdrawal
960,102,2024-07-09,2670.22,deposit
961,64,2024-07-30,1387.07,withdrawal
962,102,2024-07-30,1255.55,withdrawal
963,26,2024-09-07,4832.9,withdrawal
964,119,2024-10-07,1713.01,deposit
965,21,2024-08-02,176.72,deposit
966,93,2024-09-13,1551.4,deposit
967,55,2024-10-23,1338.83,deposit
968,141,2024-07-07,3201.55,withdrawal
969,165,2024-08-17,24.16,deposit
970,143,2024-08-06,224.0,withdrawal
971,92,2024-12-22,1902.39,withdrawal
972,174,2024-10-19,3188.27,deposit
973,29,2024-08-12,834.15,deposit
974,7,2024-11-14,2955.44,withdrawal
975,88,2024-09-07,4759.95,withdrawal
976,137,2024-11-12,2134.49,deposit
977,163,2024-12-02,4721.05,withdrawal
978,17,2024-06-28,1530.99,withdrawal
979,134,2024-07-05,2928.49,deposit
980,147,2024-12-11,4279.2,withdrawal
981,163,2024-12-01,924.03,withdrawal
982,160,2024-11-03,443.47,deposit
983,153,2024-08-05,4423.6,withdrawal
984,76,2024-12-16,847.49,deposit
985,59,2024-12-16,848.56,withdrawal
986,115,2024-10-24,274.14,withdrawal
987,62,2024-11-01,3020.38,deposit
988,177,2024-07-09,3155.81,deposit
989,32,2024-10-30,3644.63,withdrawal
990,37,2024-07-21,1276.36,deposit
991,78,2024-09-04,1376.82,withdrawal
992,35,2024-08-02,1442.56,deposit
993,53,2024-07-20,3239.4,withdrawal
994,139,2024-10-29,2906.49,withdrawal
995,55,2024-07-29,546.91,withdrawal
996,88,2024-11-17,1256.25,deposit
997,14,2024-07-19,1357.8,withdrawal
998,79,2024-12-09,556.88,deposit
999,152,2024-08-24,1808.48,withdrawal
1000,24,2024-11-23,442.62,withdrawal
1001,135,2024-07-24,2799.76,withdrawal
1002,15,2024-08-18,199.82,withdrawal
1003,86,2024-09-03,482.39,deposit
1004,16,2024-08-07,3759.6,deposit
1005,159,2024-07-30,1332.66,withdrawal
1006,123,2024-08-16,3403.31,deposit
1007,85,2024-09-25,4015.33,deposit
1008,164,2024-09-30,3982.1,withdrawal
1009,48,2024-11-11,3223.77,deposit
1010,102,2024-12-03,2186.48,deposit
1011,168,2024-10-05,1069.46,withdrawal
1012,61,2024-06-25,1992.85,deposit
1013,88,2024-08-15,3447.45,withdrawal
1014,116,2024-11-01,3904.25,withdrawal
1015,120,2024-08-04,3285.58,withdrawal
1016,84,2024-07-06,325.86,deposit
1017,52,2024-07-28,1261.24,deposit
1018,100,2024-12-11,2511.48,withdrawal
1019,70,2024-06-26,771.46,deposit
1020,110,2024-08-06,4249.73,deposit
1021,185,2024-09-24,891.67,deposit
1022,116,2024-10-03,1077.85,withdrawal
1023,32,2024-12-05,3065.27,withdrawal
1024,49,2024-08-29,115.85,withdrawal
1025,68,2024-08-21,4035.54,deposit
1026,164,2024-12-04,1666.82,withdrawal
1027,12,2024-08-09,1814.34,withdrawal
1028,88,2024-09-03,2816.56,withdrawal
1029,100,2024-11-18,2323.99,withdrawal
1030,104,2024-11-30,3990.65,deposit
1031,183,2024-10-09,3960.87,withdrawal
1032,93,2024-07-28,404.18,withdrawal
1033,29,2024-12-11,4765.63,deposit
1034,102,2024-10-14,1143.28,withdrawal
1035,112,2024-07-21,2428.15,withdrawal
1036,151,2024-12-04,795.03,deposit
1037,47,2024-08-23,1705.82,deposit
1038,22,2024-09-24,3745.12,withdrawal
1039,106,2024-07-14,1721.22,withdrawal
1040,42,2024-07-04,4756.91,withdrawal
1041,103,2024-08-31,151.86,withdrawal
1042,171,2024-09-08,3451.79,withdrawal
1043,13,2024-09-02,3709.61,deposit
1044,27,2024-12-21,2232.72,deposit
1045,25,2024-11-15,3902.37,deposit
1046,126,2024-10-17,610.46,deposit
1047,63,2024-10-28,36.31,deposit
1048,19,2024-08-07,530.43,deposit
1049,87,2024-11-10,100.43,withdrawal
1050,136,2024-08-22,4429.52,withdrawal
1051,148,2024-10-16,910.28,withdrawal
1052,64,2024-08-16,3556.97,deposit
1053,84,2024-10-14,101.42,deposit
1054,176,2024-12-14,4887.97,withdrawal
1055,52,2024-11-22,122.98,deposit
1056,179,2024-11-14,3687.16,withdrawal
1057,34,2024-11-26,2737.68,deposit
1058,78,2024-11-21,2099.49,withdrawal
1059,182,2024-12-07,1029.46,deposit
1060,33,2024-08-18,4068.71,withdrawal
1061,148,2024-08-13,688.86,deposit
1062,19,2024-10-19,140.02,withdrawal
1063,51,2024-10-17,1176.61,withdrawal
1064,34,2024-12-01,441.43,withdrawal
1065,132,2024-08-11,343.37,withdrawal
1066,76,2024-10-17,2515.78,deposit
1067,43,2024-10-30,3506.75,deposit
1068,22,2024-12-13,2824.4,withdrawal
1069,56,2024-09-27,369.38,deposit
1070,21,2024-09-03,4370.87,deposit
1071,177,2024-10-20,3826.39,deposit
1072,76,2024-08-01,4439.51,deposit
1073,164,2024-10-19,2254.54,deposit
1074,30,2024-09-05,2003.85,withdrawal
1075,34,2024-12-14,4611.4,deposit
1076,98,2024-09-20,4345.36,withdrawal
1077,21,2024-11-13,4327.93,deposit
1078,108,2024-07-16,1255.09,withdrawal
1079,177,2024-07-24,3551.83,withdrawal
1080,149,2024-07-29,605.27,deposit
1081,13,2024-11-23,4448.52,withdrawal
1082,168,2024-11-01,1136.02,deposit
1083,150,2024-10-08,4157.74,withdrawal
1084,54,2024-10-10,824.26,deposit
1085,22,2024-06-30,2280.81,withdrawal
1086,102,2024-10-18,1626.47,withdrawal
1087,154,2024-10-08,4405.85,withdrawal
1088,164,2024-10-15,4399.89,withdrawal
1089,9,2024-07-30,3354.02,withdrawal
1090,42,2024-10-29,2421.69,deposit
1091,62,2024-12-22,3888.4,withdrawal
1092,24,2024-11-01,2473.86,deposit
1093,174,2024-10-31,1187.32,deposit
1094,154,2024-10-29,1409.93,deposit
1095,146,2024-09-06,3637.7,deposit
1096,33,2024-07-21,4462.83,withdrawal
1097,129,2024-12-09,1477.94,deposit
1098,94,2024-08-24,3422.11,withdrawal
1099,104,2024-10-17,3509.97,withdrawal
1100,181,2024-11-07,2275.43,deposit
1101,72,2024-12-01,2644.23,withdrawal
1102,69,2024-09-25,818.79,deposit
1103,174,2024-07-22,293.91,withdrawal
1104,58,2024-07-21,3375.91,deposit
1105,165,2024-07-26,1123.16,withdrawal
1106,111,2024-11-09,203.61,deposit
1107,139,2024-11-14,1921.76,withdrawal
1108,75,2024-07-22,2894.03,deposit
1109,95,2024-08-30,4944.93,withdrawal
1110,166,2024-07-13,1117.01,deposit
1111,144,2024-08-28,593.68,deposit
1112,149,2024-10-09,111.33,deposit
1113,139,2024-10-10,998.64,withdrawal
1114,180,2024-07-03,3789.69,withdrawal
1115,54,2024-07-12,1111.23,deposit
1116,2,2024-09-29,2637.18,withdrawal
1117,140,2024-09-29,3862.25,withdrawal
1118,173,2024-10-08,3023.26,withdrawal
1119,15,2024-12-04,2810.13,withdrawal
1120,143,2024-11-13,4425.84,withdrawal
1121,144,2024-09-06,1765.24,deposit
1122,29,2024-09-16,1476.76,deposit
1123,86,2024-09-19,3356.9,withdrawal
1124,142,2024-11-27,2891.02,withdrawal
1125,135,2024-12-05,2337.42,deposit
1126,38,2024-07-16,2157.31,deposit
1127,168,2024-08-11,2019.78,withdrawal
1128,188,2024-09-28,301.9,withdrawal
1129,67,2024-12-05,4043.55,withdrawal
1130,94,2024-10-09,1911.23,deposit
1131,53,2024-10-20,3794.59,withdrawal
1132,33,2024-08-07,2684.54,deposit
1133,12,2024-08-03,376.63,withdrawal
1134,48,2024-10-17,4163.21,deposit
1135,129,2024-11-06,2311.84,withdrawal
1136,171,2024-06-30,2466.73,deposit
1137,2,2024-10-30,3322.22,withdrawal
1138,52,2024-07-03,518.49,withdrawal
1139,58,2024-07-24,3807.27,deposit
1140,75,2024-08-15,3210.52,withdrawal
1141,78,2024-12-15,411.58,deposit
1142,14,2024-06-27,162.41,deposit
1143,101,2024-08-03,679.44,withdrawal
1144,85,2024-07-27,597.44,deposit
1145,122,2024-08-02,1983.55,withdrawal
1146,178,2024-11-27,316.34,deposit
1147,4,2024-07-04,66.99,deposit
1148,135,2024-08-23,595.5,withdrawal
1149,92,2024-07-29,1303.02,deposit
1150,141,2024-08-16,3185.13,deposit
1151,22,2024-08-10,2896.2,deposit
1152,90,2024-10-20,1112.01,withdrawal
1153,177,2024-10-06,816.43,deposit
1154,90,2024-07-14,2589.63,deposit
1155,85,2024-12-06,4895.34,withdrawal
1156,76,2024-08-08,3646.07,withdrawal
1157,104,2024-11-04,1354.35,deposit
1158,165,2024-07-05,3712.73,withdrawal
1159,40,2024-07-21,4717.23,deposit
1160,87,2024-08-03,2718.19,deposit
1161,183,2024-08-12,1354.17,deposit
1162,51,2024-09-07,3784.98,deposit
1163,147,2024-10-15,1175.72,deposit
1164,53,2024-11-28,3472.68,deposit
1165,141,2024-07-26,3262.24,withdrawal
1166,150,2024-11-23,425.2,deposit
1167,7,2024-10-07,4410.07,deposit
1168,42,2024-09-28,1938.24,withdrawal
1169,170,2024-07-02,1592.24,deposit
1170,119,2024-09-25,867.12,deposit
1171,109,2024-08-26,3970.74,withdrawal
1172,103,2024-10-22,1046.15,withdrawal
1173,79,2024-08-19,87.56,deposit
1174,53,2024-12-09,379.05,withdrawal
1175,51,2024-11-13,1038.43,withdrawal
1176,176,2024-09-29,2192.58,deposit
1177,35,2024-11-27,1183.89,withdrawal
1178,44,2024-06-28,2695.78,deposit
1179,67,2024-07-31,3475.34,withdrawal
1180,43,2024-09-06,3594.86,withdrawal
1181,55,2024-07-24,2174.88,deposit
1182,51,2024-11-17,2469.22,deposit
1183,82,2024-10-24,1085.56,withdrawal
1184,171,2024-10-31,4866.83,withdrawal
1185,108,2024-07-20,2400.19,deposit
1186,120,2024-11-13,525.02,deposit
1187,29,2024-07-27,885.24,deposit
1188,74,2024-10-21,4273.27,deposit
1189,50,2024-10-23,1244.41,withdrawal
1190,148,2024-07-26,1734.41,withdrawal
1191,156,2024-11-17,2956.52,deposit
1192,53,2024-10-31,1177.93,deposit
1193,73,2024-07-30,4139.01,withdrawal
1194,47,2024-10-07,4153.16,deposit
1195,160,2024-10-20,1282.64,withdrawal
1196,167,2024-11-20,2272.73,withdrawal
